id,date,user_id,user_username,user_displayname,replyCount,retweetCount,likeCount,quoteCount,viewCount,searched_keyword,cleaned_text,Sentiment,hashtag_text
1.85E+18,2024-11-01 21:15:47+00:00,435232010,danielsgoldman,Daniel Goldman,552,1624,9301,35,112507,Votefor2024 DonalTrump KamalaHarris AmericaDecides until 2024-12-06 since 2024-10-20,"I proudly cast my vote today for KamalaHarris. My vote is a vote to move past Trump's fear, division, and hate so we can lift up all Americans and protect our democracy. Voting is the most fundamental right we have and is what makes our democracy work. Make sure you vote!",Positive,
1.85E+18,2024-11-03 21:42:01+00:00,1.23E+18,kellytx2,Kelly,35,293,644,5,16545,Votefor2024 DonalTrump KamalaHarris AmericaDecides until 2024-12-06 since 2024-10-20,"If you havent voted, get out and VOTE! Vote for America and freedom! Vote for secure borders! Vote for your children and grandchildren, to safeguard their freedoms! Vote for law and order and the right to defend yourself! Vote for the candidate who will FIGHT for US!",Positive,
1.85E+18,2024-11-05 01:47:43+00:00,1.58E+18,courtneyvdavis,Patriot Momma,33,130,967,5,20360,Votefor2024 DonalTrump KamalaHarris AmericaDecides until 2024-12-06 since 2024-10-20,"Don't Demonkkkrats, please don't take my black vote for granted. You D.E.I. Do",Negative,"VoteKamala, DIDNTEARNIT, VoteTrump2024"
1.85E+18,2024-10-28 21:28:23+00:00,234896532,GovEvers,Governor Tony Evers,60,156,721,12,30479,YourVoteMatters ElectionNews until 2024-12-06 since 2024-10-20,"Thanks to the fair maps I signed this year, Wisconsinites are no longer voting under some of the most undemocratic, gerrymandered legislative maps in America. Wisconsinites, you have a voice and a vote in this electionmake sure you are heard. Go to",Positive,
1.85E+18,2024-10-20 21:30:30+00:00,23228918,JocelynBenson,Jocelyn Benson,312,169,515,12,43526,YourVoteMatters ElectionNews until 2024-12-06 since 2024-10-20,"The truth, the law, and the facts are on the side of the voters. We will continue to speak out about the truth and the law, and let people know the facts about our elections, which you can check out at Thank you, AlexWitt and MSNBC for this thoughtful",Positive,
1.85E+18,2024-11-01 15:12:12+00:00,400539441,TsMadisonatl1,Ts Madison,25,219,1145,16,87531,YourVoteMatters ElectionNews until 2024-12-06 since 2024-10-20,Your voice matters! Join me in making sure you're ready to make your voice heard. Check your ballot status now at,Positive,YourVoteCounts
1.85E+18,2024-11-01 23:49:50+00:00,1.07E+18,ReecieColbert,Reecie BlackWomenViews,17,261,762,12,15401,YourVoteMatters ElectionNews until 2024-12-06 since 2024-10-20,"I'm so proud to have been part of newsone Black Ballot Box series this election season. As the final day of the election is near, keep in mind that state and local elections matter too. Check out this breakdown of how Republican state trifectas have undermined local Democratic",Positive,
1.86E+18,2024-11-09 19:08:56+00:00,8.52E+17,Lippyaddiction,SeptemberRayne,5,842,1199,54,51948,YourVoteMatters ElectionNews until 2024-12-06 since 2024-10-20,"Check your ballot status. Go to Hit the three bars on the top right. Scroll down to 'voter tools'. Then, hit 'track your ballot'.",Neutral,"BreakingNews, Recount2024"
1.86E+18,2024-12-02 16:04:24+00:00,2530363285,tv3_ghana,TV3GH,6,10,231,1,8612,YourVoteMatters ElectionNews until 2024-12-06 since 2024-10-20,Confusion erupts in Ayawaso Central after a voter allegedly takes a photo of ballot paper.,Negative,"TV3GH, ElectionCommandCentre"
1.85E+18,2024-10-30 19:22:08+00:00,1.67E+18,WesternLensman,Western Lensman,814,6809,15583,785,8444490,YourVoteMatters ElectionNews until 2024-12-06 since 2024-10-20,"US Election Headlines 10.30.24. All of this in ONE DAY PA Trump wins in Bucks County, PA after being forced to sue after voting lines being shut down early VA SCOTUS rules in favor of VA after Kamala DOJ attempts to reinstate selfidentified noncitizens on VA voter",Negative,
1.85E+18,2024-11-06 04:15:28+00:00,4914384040,TheBabylonBee,The Babylon Bee,247,1163,12341,95,569231,YourVoteMatters ElectionNews until 2024-12-06 since 2024-10-20,Experts Confirm That Constantly Refreshing Election Map Will Increase Probability Your Side Wins,Positive,
1.85E+18,2024-11-06 02:01:45+00:00,3096147528,dom_lucre,Dom Lucre  Breaker of Narratives,97,551,4563,17,192934,YourVoteMatters ElectionNews until 2024-12-06 since 2024-10-20,BREAKING NEWS The New York Times Meter is now projecting Donald Trump to win the election!,Neutral,
1.86E+18,2024-11-18 15:07:14+00:00,2530363285,tv3_ghana,TV3GH,75,161,1815,13,53323,YourVoteMatters ElectionNews until 2024-12-06 since 2024-10-20,Heres how you voted on 17112024,Neutral,"TV3GH, ElectionCommandCentre"
1.85E+18,2024-11-06 02:27:28+00:00,537709549,LauraLoomer,Laura Loomer,228,1029,6333,30,643225,YourVoteMatters ElectionNews until 2024-12-06 since 2024-10-20,OMG New York Times has their election forecast LEANING TRUMP by 68! LETS GO!!!! I could cry I am so happy!,Positive,
1.85E+18,2024-11-06 03:14:49+00:00,2162812627,nicksortor,Nick Sortor,66,454,3214,37,133570,YourVoteMatters ElectionNews until 2024-12-06 since 2024-10-20,New York Times is now predicting Trump will win the popular vote THIS IS HISTORIC!!!,Positive,BREAKING
1.85E+18,2024-11-06 22:06:21+00:00,196168350,AnnCoulter,Ann Coulter,125,187,872,19,160101,YourVoteMatters ElectionNews until 2024-12-06 since 2024-10-20,NEW COLUMN POSTED! My thoughts on the Election Link here,Neutral,
1.85E+18,2024-10-21 19:13:34+00:00,2460279166,tizzywoman,TizzyWoman    Keep moving forward,11,133,186,3,11067,YourVoteMatters ElectionNews until 2024-12-06 since 2024-10-20,Listen to Auntie JeniferLewis. Check your voter registration and get all the information you need to vote here,Positive,"RegisterAndVoteBlueToday, DemsUnited, YesWeKam"
1.85E+18,2024-11-05 22:07:58+00:00,8.36E+17,psychotronica_,psychotronica,7,67,461,2,22165,YourVoteMatters ElectionNews until 2024-12-06 since 2024-10-20,ELECTION UPDATE took this video with my phone to evidence what appear to be voting irregularities at my local polling station. stay safe out there guys! sound on,Neutral,
1.85E+18,2024-11-08 13:48:47+00:00,19211550,gatewaypundit,The Gateway Pundit,31,1482,2220,31,33127,YourVoteMatters ElectionNews until 2024-12-06 since 2024-10-20,Message to Arizona Voters Heres How to Track Your Ballot Status and Ensure Kari Lake Wins!,Positive,
1.86E+18,2024-11-22 16:41:47+00:00,2530363285,tv3_ghana,TV3GH,19,61,950,2,26794,YourVoteMatters ElectionNews until 2024-12-06 since 2024-10-20,How you voted on 21112024,Neutral,"TV3GH, ElectionCommandCentre"
1.85E+18,2024-11-01 15:12:12+00:00,400539441,TsMadisonatl1,Ts Madison,25,219,1145,16,87532,YourVoteMatters ElectionNews until 2024-12-06 since 2024-10-20,Your voice matters! Join me in making sure you're ready to make your voice heard. Check your ballot status now at,Positive,YourVoteCounts
1.86E+18,2024-11-23 14:44:16+00:00,2530363285,tv3_ghana,TV3GH,11,15,250,2,12025,YourVoteMatters ElectionNews until 2024-12-06 since 2024-10-20,How you voted on 22112024,Neutral,"TV3GH, ElectionCommandCentre"
1.86E+18,2024-11-15 11:45:21+00:00,1.54E+18,BrookeLRollins,Brooke Rollins,10,53,279,1,13010,PoliticalAwareness AmericanPresident until 2024-12-06 since 2024-10-20,What an HONOR to have the 45th and 47th President of the United States at our A1Policy gala!,Positive,MAGA
1.85E+18,2024-11-07 02:25:17+00:00,1.47E+18,RedNYPolitics,New York Conservative,32,649,5175,38,117658,PoliticalAwareness AmericanPresident until 2024-12-06 since 2024-10-20,THE 45TH AND 47TH PRESIDENT OF THE UNITED STATES DONALD J. TRUMP MAKE AMERICA GREAT AGAIN,Positive,
1.86E+18,2024-11-11 22:49:14+00:00,76945693,MehekCooke,Mehek Cooke,12,66,348,2,27862,PoliticalAwareness AmericanPresident until 2024-12-06 since 2024-10-20,Americans are more unified than ever before and we trust President Trump to carry out a peace and prosperity agenda. The noise out there are fringe groups and holdouts that will not succeed against the will of the people. Tune into my discussion on NEWSMAX!,Positive,
1.85E+18,2024-10-26 21:29:33+00:00,16635277,Acyn,Acyn,211,1398,5294,46,154165,PoliticalAwareness AmericanPresident until 2024-12-06 since 2024-10-20,"Michelle Obama So please, do not hand our fates over to the likes of Trump, who knows nothing about us. Who has shown deep content for us. Because a vote for him is a vote against us, against our health, against our worth.",Negative,
1.85E+18,2024-11-08 11:35:39+00:00,59482886,Arightside,Armstrong Williams,30,134,522,10,50727,PoliticalAwareness AmericanPresident until 2024-12-06 since 2024-10-20,"Contrary to the Main Stream Media narrative, America is more united than given credit. Let us join in unison to pray for the success of President elect Donald Trump, in making American citizens first and not an often ignored priority !",Positive,
1.85E+18,2024-11-03 20:59:32+00:00,3315264553,KamalaHQ,Kamala HQ,428,1446,5052,32,187126,PoliticalAwareness AmericanPresident until 2024-12-06 since 2024-10-20,President Obama Having a president who understands policy and is willing to put in the work does matter. Character matters. Values matter. One of the most disturbing things about this election and Trump's entire rise in politics is how we seem to have just set aside those values,Negative,
1.85E+18,2024-11-07 17:40:48+00:00,1.11E+18,TrumpWarRoom,Trump War Room,70,262,1294,7,64838,PoliticalAwareness AmericanPresident until 2024-12-06 since 2024-10-20,".RClementejr21 I truly believe that the messaging from Donald J. Trump was very clear, it was transparent this is what I want to do for this country. He has proven that when he was president before, and I can tell you that we suffered a shift here because of how we now have",Positive,
1.85E+18,2024-11-05 17:40:42+00:00,120295432,CPAC,CPAC,15,56,503,5,1027985,PoliticalAwareness AmericanPresident until 2024-12-06 since 2024-10-20,"Since his first CPAC speech, realDonaldTrump has shown unwavering commitment to a vision of strength, resilience, opportunity for all Americans and CPAC has stood by his side. TODAY, lets make a difference GET OUT AND VOTE!! View the CPAC Voters Guide at",Positive,
1.85E+18,2024-11-03 23:47:31+00:00,9.63E+17,PopularLiberal,Popular Liberal,26,190,260,13,7956,PoliticalAwareness AmericanPresident until 2024-12-06 since 2024-10-20,"WOW! Donald's recent comments once again demonstrate that Mr. Trump poses a security risk to America, praising Putin's actions in Ukraine as genius and savvy. This serves as a clear indication of where his allegiance truly lies. Endorsing oppressive regimes is not the",Negative,
1.86E+18,2024-11-29 15:15:00+00:00,9.36E+17,RealAmVoice,Real Americas Voice RAV,26,90,481,3,45205,PoliticalAwareness AmericanPresident until 2024-12-06 since 2024-10-20,I THINK PRESIDENT TRUMP IS SO MUCH WISER THIS TIME AROUND. cogmf nataliegwinters,Positive,
1.85E+18,2024-11-08 15:15:40+00:00,1.60E+18,Loveof1776,Victoria,12,188,367,2,9423,PoliticalAwareness AmericanPresident until 2024-12-06 since 2024-10-20,"RFKJ describes the new policies of President Trump as an apolitical revolution. Our President learned by selecting many politicians for his cabinet in his previous administration, but after two years of working with them, many were gone. America needs a new 1776 type of",Neutral,
1.86E+18,2024-11-16 15:51:05+00:00,8.54E+17,jeff_bartos,Jeff Bartos,28,99,434,5,26248,PoliticalAwareness AmericanPresident until 2024-12-06 since 2024-10-20,"Last night on CNN, I discussed how Presidentelect realDonaldTrumps brilliant messaging eviscerated the lefts identity politics and united Americans around economic prosperity, securing our borders, energy dominance and putting",Positive,AmericaFirst
1.86E+18,2024-12-04 01:07:50+00:00,101852818,Eric_Schmitt,Eric Schmitt,20,93,558,5,44097,PoliticalAwareness AmericanPresident until 2024-12-06 since 2024-10-20,.realDonaldTrump is poised to usher in a rebirth of an America First foreign policy a foreign policy where America puts AMERICAN core national interest above all else. I joined IngrahamAngle to talk about it.,Positive,
1.85E+18,2024-10-30 16:39:33+00:00,4165642155,CRRJA5,Eagle Wings,14,182,267,5,8609,PoliticalAwareness AmericanPresident until 2024-12-06 since 2024-10-20,".GenFlynn WE'RE LIVING IN UNPRECEDENTED TIMES THAT REQUIRE OUR FULL ATTENTION AND INVOLVEMENT. THIS ISN'T JUST ANOTHER ELECTIONIT'S ABOUT THE SURVIVAL OF OUR NATION AS PRESIDENT TRUMP HAS WARNED, IF WE DON'T TAKE ACTION NOW, WE RISK BECOMING THE UNITED SOCIALIST STATES OF",Negative,
1.85E+18,2024-10-23 01:28:44+00:00,16635277,Acyn,Acyn,116,1098,3168,53,440950,PoliticalAwareness AmericanPresident until 2024-12-06 since 2024-10-20,"Kelly He is certainly the only president that has all but rejected what America is all about, and what makes America America, in terms of our Constitution, in terms of our values, the way we look at everything, to include family..",Negative,
1.85E+18,2024-11-01 23:38:29+00:00,1.02E+18,JohnathanPerk,Jay Perk,10,43,238,5,9957,PoliticalAwareness AmericanPresident until 2024-12-06 since 2024-10-20,"President BarackObama is the coolest U.S. president in our nations history. Also, this clip is an AAVE codeswitching master class.",Positive,
1.86E+18,2024-12-02 00:19:17+00:00,1.34E+18,1776Diva,,26,188,321,5,11496,PoliticalAwareness AmericanPresident until 2024-12-06 since 2024-10-20,"Im clear eyed about President Putin is, but the same can be said about how he views the wreckless actions of JoeBiden. We call on him as Americans to be patient and rational while we wait for the Trump administration.",Negative,
1.85E+18,2024-10-31 12:30:00+00:00,1.79E+18,weeklyshowpod,The Weekly Show with Jon Stewart,21,60,219,6,197217,PoliticalAwareness AmericanPresident until 2024-12-06 since 2024-10-20,"Jon dives into Donald Trumps dual role within politics The cause and symptom of Americas divide. Jon is joined by Harvard Professor tribelaw, and Policy Editor at The Bulwark, monacharen.",Neutral,"JonStewart, TheWeeklyShow, Election"
1.86E+18,2024-11-28 14:00:01+00:00,526653893,EricAbbenante,Eric Abbenante,246,115,717,38,133329,PoliticalAwareness AmericanPresident until 2024-12-06 since 2024-10-20,"Washington Post opinion columnist claiming America suffers from an 'epidemic of ignorance' Jen Rubin He is the president of the ignorant. Democrats have to work on making them less ignorant. Democrats 'Am I so out of touch? No, it's the voters who are wrong!'",Negative,
1.85E+18,2024-11-05 00:00:24+00:00,1.21E+18,ProjectLincoln,The Lincoln Project,76,438,1265,7,81746,PoliticalAwareness AmericanPresident until 2024-12-06 since 2024-10-20,Trump doesnt know what he stands for for anything. RepKinzinger emphasizes Trumps unsuitability for office and encourages us not to downplay his insanity as we approach the election. Find the full episode of the LP podcast here,Negative,
1.85E+18,2024-11-04 18:28:56+00:00,1.67E+18,imotivate4life,motivate 4 life,103,73,616,12,43904,Vote2024 InformedVoter until 2024-12-06 since 2024-10-20,If you are a you know who to vote for.,Neutral,PATRIOT
1.85E+18,2024-11-05 00:00:17+00:00,30354991,KamalaHarris,Kamala Harris,2530,2769,12621,130,644002,Vote2024 InformedVoter until 2024-12-06 since 2024-10-20,"America, democracy is on the line. Dont waitmake your plan to vote",Positive,
1.85E+18,2024-11-04 21:56:19+00:00,260759782,DouglasEmhoff,Doug Emhoff,630,1968,9416,43,219287,Vote2024 InformedVoter until 2024-12-06 since 2024-10-20,"Weve all made our plans to vote. Now, its your turn.",Neutral,
1.85E+18,2024-11-04 14:58:45+00:00,1.09E+18,gretchenwhitmer,Gretchen Whitmer,136,744,3029,12,58615,Vote2024 InformedVoter until 2024-12-06 since 2024-10-20,This election matters. Vote for the future. Go to and make your plan to vote now.,Positive,
1.85E+18,2024-11-05 02:12:50+00:00,1.00E+18,WhenWeAllVote,When We All Vote,121,185,805,8,172404,Vote2024 InformedVoter until 2024-12-06 since 2024-10-20,"Millions of young people are voting for the first time in this election, and we are so proud of each and every one of you! If you havent cast your ballot yet, make your plan to vote right NOW at",Positive,
1.86E+18,2024-11-11 22:33:32+00:00,1.53E+18,InformedMama209,Denise Aguilar,3,40,230,1,2507,Vote2024 InformedVoter until 2024-12-06 since 2024-10-20,"Im so excited for the world we can live in. Where our children arent cash cows, where our health isnt a commodity and where we can live in prosperity. I voted for my children and their future, so that we can address the chronic health issues and hold corporations like the",Positive,
1.85E+18,2024-10-31 19:00:00+00:00,1209516660,lildickytweets,Dave,87,168,2062,31,339025,Vote2024 InformedVoter until 2024-12-06 since 2024-10-20,"After reviewing the facts at hand, the decision of who to vote for was obvious to me for so many reasons. But look into the facts that you care about, be an adult and vote.",Positive,
1.85E+18,2024-10-28 13:55:21+00:00,260759782,DouglasEmhoff,Doug Emhoff,175,447,1269,14,41805,Vote2024 InformedVoter until 2024-12-06 since 2024-10-20,"Where are you voting? When are you voting? How are you voting? Make your plan to vote, then get your friends and family to do it too",Positive,
1.85E+18,2024-10-25 17:42:56+00:00,27459837,krismayes,Kris Mayes,28,56,203,0,5969,Vote2024 InformedVoter until 2024-12-06 since 2024-10-20,Dont forget that Make your voting plan visit for more information.,Neutral,EveryVoteMatters
1.85E+18,2024-10-20 21:30:30+00:00,23228918,JocelynBenson,Jocelyn Benson,312,169,515,12,43526,Vote2024 InformedVoter until 2024-12-06 since 2024-10-20,"The truth, the law, and the facts are on the side of the voters. We will continue to speak out about the truth and the law, and let people know the facts about our elections, which you can check out at Thank you, AlexWitt and MSNBC for this thoughtful",Positive,
1.85E+18,2024-10-21 19:32:14+00:00,2461810448,TeamPelosi,Nancy Pelosi,16,663,1559,30,90472,Vote2024 InformedVoter until 2024-12-06 since 2024-10-20,"Your vote matters so make sure youre registered With your vote, you can help Democrats win, restore a womans right to choose and elect KamalaHarris President of the United States. NP",Positive,RegisterAndVoteBlueToday
1.85E+18,2024-11-03 15:41:03+00:00,16473577,jontester,Jon Tester,49,333,637,7,22210,Vote2024 InformedVoter until 2024-12-06 since 2024-10-20,Freedom is on the ballot. Make your plan to vote at,Positive,
1.85E+18,2024-10-24 02:32:35+00:00,23228918,JocelynBenson,Jocelyn Benson,110,67,244,2,9835,Vote2024 InformedVoter until 2024-12-06 since 2024-10-20,"While misinformation lends itself better to soundbites than the nuances of election law, everyone, no matter who they vote for, deserves to have rightly placed faith in our elections. Get all your facts and information from Thanks NicolleDWallace and",Positive,
1.85E+18,2024-10-24 14:10:24+00:00,1.13E+18,TeamKamala,Official Team Kamala,24,157,408,4,8379,Vote2024 InformedVoter until 2024-12-06 since 2024-10-20,"Your vote matters! Go to to make sure youre ready to vote for Kamala Harris, Tim Walz, and the Democrats fighting for our rights and freedoms up and down the ballot.",Positive,
1.85E+18,2024-10-22 14:58:20+00:00,27933405,TizzyEnt,TizzyEnt,49,508,1325,22,46326,Vote2024 InformedVoter until 2024-12-06 since 2024-10-20,This simple resource can help you decide who and what you should vote for.,Positive,
1.85E+18,2024-10-31 18:27:52+00:00,1.82E+18,GwenWalz,Gwen Walz,57,270,1163,5,19506,Vote2024 InformedVoter until 2024-12-06 since 2024-10-20,"Georgia, we have a clear choice in this election. Lets chart a new way forward.",Positive,
1.86E+18,2024-11-10 06:42:12+00:00,1.29E+18,tesconinformant,The New TESCON Informant,8,53,259,1,5967,Vote2024 InformedVoter until 2024-12-06 since 2024-10-20,"Chale, you for watch this to understand how to vote in this years election.",Neutral,
1.86E+18,2024-11-20 18:59:47+00:00,557288398,consciencevegan,Leslie D,8,13,16,1,2328,ResistTrump NotMyPresident​ until 2024-12-06 since 2024-10-01,"So this is where we are in this shit hole called America? No respect, intelligence, morals, decency, humanity? This is America...",Negative,"ResistTrump, Resist, notmypresident, NotMyKing, NotMyGreedyKing, TrumpCheated, Recount2024, TrumpIsGoingDown, trumpisderangedandunhinged"
1.85E+18,2024-11-02 20:50:24+00:00,1.22E+18,RpsAgainstTrump,Republicans against Trump,340,2718,8360,96,466043,ResistTrump NotMyPresident​ until 2024-12-06 since 2024-10-01,"Meet the Arizona Republican women who will not be voting for Trump This isn't the Republican party I grew up in. Trump doesn't represent the Republican party. Hes not a conservative, and hes not stable. I feel like Kamala when I look I see a stable person Video Channel 4",Negative,
1.84E+18,2024-10-05 07:06:03+00:00,1.71E+18,Resisting313392,Resisting,1496,1082,9805,129,109758,ResistTrump NotMyPresident​ until 2024-12-06 since 2024-10-01,Who else can proudly say they have NEVER voted for Donald Trump?,Negative,
1.85E+18,2024-11-06 13:14:32+00:00,315961749,buchholzbob,Robert Buchholz,6,77,451,0,16596,ResistTrump NotMyPresident​ until 2024-12-06 since 2024-10-01,Come on give me a break. What about democracy? You guys cheated and still lost.,Negative,NotMyPresident
1.85E+18,2024-11-02 00:57:59+00:00,1.71E+18,Resisting313392,Resisting,397,284,1407,32,16419,ResistTrump NotMyPresident​ until 2024-12-06 since 2024-10-01,Who else can proudly say they have NEVER voted for Donald Trump? Follow me for an account boost,Negative,
1.86E+18,2024-11-22 16:19:50+00:00,1.25E+18,PraiseJesus617,Follow Christ,0,0,0,0,103,ResistTrump NotMyPresident​ until 2024-12-06 since 2024-10-01,So powerful. We truly owe it all to colored women,Positive,"ResistTrump, notmypresident"
1.85E+18,2024-10-20 17:44:51+00:00,1.70E+18,AmericaPapaBear,AmericanPapaBear,28,675,1919,14,21390,ResistTrump NotMyPresident​ until 2024-12-06 since 2024-10-01,"If youre voting for Trump, you are the resistance.",Negative,
1.85E+18,2024-11-04 12:50:57+00:00,1.77E+18,melissavitelli,NotMelissaVitelli,26,125,789,3,4617,ResistTrump NotMyPresident​ until 2024-12-06 since 2024-10-01,"Keep your feelings, Ill take my freedom",Negative,Trump2024
1.85E+18,2024-10-14 22:02:23+00:00,4924303376,mermaidmamamags,Maggie Reed,32,308,921,7,19243,ResistTrump NotMyPresident​ until 2024-12-06 since 2024-10-01,I will say no to Trumps America.,Negative,"trumpboatparade, TrumpIsUnfitForOffice, Cult45, TrumpRallyCoachella"
1.85E+18,2024-11-08 17:15:06+00:00,1.62E+18,Hunter9898,Just Jeanne,24,148,323,5,4906,ResistTrump NotMyPresident​ until 2024-12-06 since 2024-10-01,"Traitor to us and Trump. Put him out to pasture forever. Sincerely, We the People",Negative,NoPompeo
1.86E+18,2024-11-15 19:52:35+00:00,557288398,consciencevegan,Leslie D,0,2,7,0,228,ResistTrump NotMyPresident​ until 2024-12-06 since 2024-10-01,Wtf do they actually believe in? Her grandmother and mother are more progressive than her! Good for them. THEY'RE DONE! They've been through the shit and KNOW! is stupid AF.,Negative,"Maga, Resist, resisttrump, NotMyPresident, TrumpCheatedAgain, recountthevotes, Trump, trumpisunfit"
1.86E+18,2024-12-01 01:34:51+00:00,1.75E+18,MelaniaTrumpo,MELANIA TRUMP  PARODY,2745,125,548,49,43788,ResistTrump NotMyPresident​ until 2024-12-06 since 2024-10-01,Whoopi Goldberg says I would like every Republican out there to stop referring to this man Trump as the president.He is not the president! Whats your response to Goldberg?,Negative,
1.85E+18,2024-11-06 14:56:28+00:00,1.33E+18,RyanDiazxXx,Ryan Diaz XxX,103,305,1136,9,98333,ResistTrump NotMyPresident​ until 2024-12-06 since 2024-10-01,I'll just leave this here.,Neutral,NotMyPresident
1.85E+18,2024-10-17 22:23:50+00:00,1.69E+18,Robert_Cr59,Robert Crosby,3915,359,773,215,94675,ResistTrump NotMyPresident​ until 2024-12-06 since 2024-10-01,"Whoopi Goldberg says, I would like every Republican out there to stop referring to this man Trump as the president. He is not the president! Your reaction?",Negative,
1.86E+18,2024-11-12 23:41:07+00:00,47293791,w_terrence,Terrence K Williams,2410,809,5817,159,392055,ResistTrump NotMyPresident​ until 2024-12-06 since 2024-10-01,BREAKING NEW RESISTANCE There is a new Resistance movement called WE are not MAGA They are looking to recruit millions of people to join the resistance. unfortunately I cant because Im with a movement called WE ARE MAGA,Neutral,
1.86E+18,2024-11-19 16:56:51+00:00,1.79E+18,trumprealparody,Donald J Trump  Parody,7036,336,1287,233,137398,ResistTrump NotMyPresident​ until 2024-12-06 since 2024-10-01,BREAKING Whoopi Goldberg says I would like every Republican out there to stop referring to this man Trump as the president.He is not the president! Whats your response to Goldberg?,Negative,
1.86E+18,2024-11-22 16:19:50+00:00,1.25E+18,PraiseJesus617,Follow Christ,0,0,0,0,103,NotMyPresident until 2024-12-06 since 2024-10-01​,So powerful. We truly owe it all to colored women,Positive,"ResistTrump, notmypresident"
1.86E+18,2024-11-15 06:48:09+00:00,8.23E+17,guerritantx,rebelgirltx,0,0,0,0,33,NotMyPresident until 2024-12-06 since 2024-10-01​,My bedtime reading tonight. Gotta get prepared.,Neutral,"WeAreNotSafe, AmericaIsDead, TrumpIsALiarandACriminal, NotMyPresident"
1.86E+18,2024-11-15 03:33:05+00:00,1.36E+18,TaraSheaFitz,Tara,3,1,7,0,561,NotMyPresident until 2024-12-06 since 2024-10-01​,"Oh rachelzegler you make it so easy sometimes. Thank you for confirming it has nothing to do with women, its all about demonizing men.",Negative,"womensrights, NotMyPresident, 4BMovement, 4BillionMothersStrong"
1.86E+18,2024-11-26 17:00:48+00:00,878284831,OccupyDemocrats,Occupy Democrats,264,879,1823,34,24654,NotMyPresident until 2024-12-06 since 2024-10-01​,WOW! Hit the and retweet if you agree that Trump and his team are ALL corrupt! Poptivism Follow us occupydemocrats Call to action,Negative,"thefightcontinues, share, trump, trumpisguilty, notmypresident, nevertrump, trump2024"
1.86E+18,2024-11-19 17:13:57+00:00,17444721,RONewCouncilEnt,ROKusWorld,3,1,6,0,62,NotMyPresident until 2024-12-06 since 2024-10-01​,"I percent Agree with this post, do you? rgpatnode LoveDemocraC tazalaz Bupattaya171832 CWittrodt HemmingsenAnita ResisterChic JeSuisFaith gmpullano grounded68 Gigiof333 Catmandoodlebug CoOfStrangers jenniferjcline jensdad4biden mommytlc",Neutral,NotMyPresident
1.86E+18,2024-12-04 22:57:03+00:00,1.46E+18,Music12821,Music128,0,0,0,0,51,NotMyPresident until 2024-12-06 since 2024-10-01​,U are stupid all he does is lie,Negative,NotMyPresident
1.86E+18,2024-11-15 19:13:26+00:00,35097893,sweetxgirl,,0,0,0,0,33,NotMyPresident until 2024-12-06 since 2024-10-01​,Its like he purposely sits around thinking whos the worst person I can put in charge of said position and goes with that yall asked for this,Negative,"notmypresident, trumppicks, TrumpCabinet"
1.86E+18,2024-12-04 19:16:46+00:00,1176767154,AhBrightWings,AhBrightWings,0,0,0,0,12,NotMyPresident until 2024-12-06 since 2024-10-01​,These are presidents worthy of respect. The FeloninChief is,Negative,NotMyPresident
1.86E+18,2024-12-04 19:21:15+00:00,1176767154,AhBrightWings,AhBrightWings,0,0,0,0,11,NotMyPresident until 2024-12-06 since 2024-10-01​,The day I listen to a thing this man has to say is the day I'm no longer human.,Negative,NotMyPresident
1.86E+18,2024-12-04 04:19:08+00:00,1.24E+18,English_snow2,Chelsea,0,9,13,0,2155,NotMyPresident until 2024-12-06 since 2024-10-01​,Greeting samia by tell her the truth,Neutral,"NotMyPresident, NotMypresident, NotMypresident, NotMypresident, NotMypresident, SamiaMustGo2025, SamiaMustGo2025, SamiaMustGo2025"
1.86E+18,2024-11-25 17:22:14+00:00,115829225,Taylor041993,Taylor James Edgar,0,1,4,0,691,NotMyPresident until 2024-12-06 since 2024-10-01​,Still supporting Dillon's Rolling Western.,Positive,"dillonsrollingwestern, dillon4smash, whoisemio, BENDYMOVIE, kingdomhearts, pokemonmasters, xenobladechroniclesx, notmypresident, switch2, stupidtrump, elonsucks, backyardsports, echoesofwisdom, digimon, dictatortrump, starfox"
1.86E+18,2024-11-18 10:17:09+00:00,8.00E+17,Standup4whatsrt,Fr33D0mftr58,0,0,0,0,33,NotMyPresident until 2024-12-06 since 2024-10-01​,Do you remember when you joined X? I do! and I'll probably leave here soon. It was fun. The Resistance continues.,Neutral,"MyXAnniversary, NoToFascism, NoTotrump, NotMyPresident"
1.86E+18,2024-11-26 17:00:48+00:00,878284831,OccupyDemocrats,Occupy Democrats,264,879,1822,34,24654,NotMyPresident until 2024-12-06 since 2024-10-01​,WOW! Hit the and retweet if you agree that Trump and his team are ALL corrupt! Poptivism Follow us occupydemocrats Call to action,Negative,"thefightcontinues, share, trump, trumpisguilty, notmypresident, nevertrump, trump2024"
1.85E+18,2024-11-06 05:38:19+00:00,1.54E+18,Manipulativetop,DJ,4,25,315,1,8206,FuckTrump DumpTrump until 2024-12-06 since 2024-10-01,"fuck Donald Trump, fuck Jill Stein and FUCK MOO DENG",Negative,
1.85E+18,2024-10-30 23:26:59+00:00,1.60E+18,armyrw8767,Army Vet,12,57,283,2,8837,FuckTrump DumpTrump until 2024-12-06 since 2024-10-01,"Trump Trash Troll Goat. Fuck you biden, harris and twinkle toe Tim.",Negative,
